name,text,label
51060953,学习：快乐，痛苦，努力，回报，希望，未来。[SEP]家庭：温暖，相亲相爱，短暂，相逢，少有矛盾，彼此信任[SEP]同学：友爱，乐于分享，更似家人，敞开心扉[SEP]健康：重要，人之根本，运动，坚持，合理膳食,1
51058677,学习：难，厌倦，日复一日，烦躁。[SEP]家庭：和谐，快乐，美满[SEP]同学：友好有趣，朋友，背刺[SEP]健康：重要，必需,1
51062229,学习：写作业看书，学习，高考，上课，考试，未来考大学，大学，专科、春招、进厂[SEP]家庭：妈妈爸爸弟弟婆婆爷爷，吃饭，睡觉，打篮球，打乒乓球，吃夜宵，散步，看电视，回家[SEP]同学：复杂[SEP]健康：熬夜、早起晚睡、吃菜、泡脚,3
51063191,学习：知识、学业、未来、生活、压力、目标、受益、理想、坚苦、奋斗、青春。[SEP]家庭：幸福、温暖、憧憬、麻木、安静、自己排解。[SEP]同学：陪伴、友情、向往、未来、共学、支持、诉苦、内耗。[SEP]健康：生活、心理、身体、好的、困难的。,3
51076105,学习：困难、艰苦、努力、快乐、成长、勤奋[SEP]家庭：和谐，幸福，温暖，关爱[SEP]同学：友好、理解、包容、欢乐、互助[SEP]健康：重要,1
51059797,学习：背诵，刷题，记笔记，考高分，不会[SEP]家庭：和睦，欢乐，温暖[SEP]同学：游戏，打闹，欢乐，[SEP]健康：多喝水，少吃零食，保持健康，平平安安,1
51060103,"学习：进步，自我提升，师长，同学。学校，压力考试。乐趣、悲哀，生动，死板，[SEP]家庭：温暖，亲惜、和睦、重要、支持、陪伴，后盾，避风塘，亲人，父母，兄妹，姐弟[SEP]同学：过客，友人，缘分[SEP]健康：重要、医疗、重视、保障、底线、基础,医生、中药、西药、医术",1
51060956,学习：认识、实践、理论、笔记、练习、积累、果实[SEP]家庭：关系、环境、亲情[SEP]同学：关系、环境、竞争[SEP]健康：放松、安全、计划,1
51062527,学习：复杂、有趣、困难，进步慢[SEP]家庭：和谐幸福[SEP]同学：关系复杂，难辨是非，表面友好.难琢磨[SEP]健康：还好，不爱运动,1
51058836,学习：学以致用，格物致知，勤学苦练，学海无涯。[SEP]家庭：合谐，温馨，围桌煮酒[SEP]同学：知己，良善，自私，双标，团结[SEP]健康：人生大事，根源,1
