name,text,label
51073237,家庭：父母哥哥幸福，和睦吃饭,0
51077371,家庭：和睦，团结，团团圆圆，合家团圆。,1
51077169,家庭：幸福美满、和谐、友善、包容理解,0
51060001,家庭：1、温馨2、和谐,1
51077333,家庭：和谐，亲切，温暖，净土，永远的避风港，一切的开始，亲情。,0
51078134,家庭：父母、弟弟,0
51062503,家庭：美满、幸福、和谐、有压力、开心、不开心,0
51058756,家庭：吵架，成绩，恩爱，肉麻，美食,0
51074562,家庭，快乐，温馨，伟大、安全、舒畅、和蔼可亲,0
51062170,家庭：幸福、关心、包容、爱。,1
51058812,家庭：重要、安全、温暖,0
51059773,家庭：家人、仁爱、争吵，宠物，房屋，和谐。,0
51075309,家庭：温暖和谐，幸福，快乐,0
51060010,家庭：责任,1
51058845,家庭：幸福，美满，稍有矛盾，爱，精神支柱，我的一切，我的生命，母亲，父亲，奶奶，爷爷，亲戚，表姐，表哥。√,1
51075417,家庭：压力，要懂事，要学习，要认真,0
51058924,家庭：争吵、开玩笑、愉悦、幸福。,1
51075306,"家庭：不喜欢""老爸""婆婆和妈妈都喜欢讲大道理，弟弟还行",0
51060950,家庭：争吵，避风港，爱，温暖，舒服，团圆，开心，幸福,1
51059779,家庭：父母，家人，温暖，和谐，欢笑，陪伴，支持，鼓励，理想，美好，幸福.,0
51062593,家庭：爸、妈、爷、奶、外公、外婆，弟，吃饭、聚餐过年、旅游、照顾、关心,0
51061039,家庭：和睦、团结、其乐融融、快乐、温暖、善良,0
51073210,家庭：美好，甜密，温暖、,1
51077250,家庭：幸福、快乐、温暖、安心、轻松、自在。,1
51076138,家庭：全都以我为中心。,1
51062509,家庭：美好，和谐，原生、变化大，打击式教育，愧疚式教育,1
51075420,家庭：吵架，友好。阴晴不定。,1
51072827,家庭：温馨，矛盾少，氛围和谐，家庭成员之间能相互鼓励与帮助，表达爱要大声说，成员之间能很好的沟通,0
51076168,家庭：矛盾的、冲突的、温暖的、头疼、逃避,1
51072871,家庭：十分其乐融融，十分温暖、有氛围,0
51072779,家庭：和谐，健康，互相帮助,0
51060064,家庭：恐怖、破碎、钱、压力、过错。,0
51073263,家庭：美满、团圆、和谐、幸福，谈笑风声。,0
51059770,家庭：关系良好、婚姻、父母子女，兄妹,1
51073222,家庭：我的爸爸妈妈十分严历，但有时也和蔼可亲。我最喜欢奶奶，她很爱我，爸爸那一方的亲戚都很爱我，对我很好，我也爱他们，妈妈那一方的亲戚互相讨厌，我十分讨厌他们，温馨，和谐,1
51063253,家庭：饭、我弟、我爸、我妈、我房间,1
51058016,家庭：和谐安定,1
51071549,家庭：离婚，再婚，家暴,0
51058809,家庭：幸福，安全感，精神支柱，矛盾，信任，快乐，有趣,0
51058725,家庭：幸福，出去旅行的时候有很好的氛围，和协，互补，有趣,0
51072898,家庭：和谐，有爱,1
51077199,家庭：温暖和谐，团聚，温暖关爱帮助信任支持快乐,0
51059995,家庭：时而压抑，时而温馨，久出门在外会想念，待久了会绝望,1
51076174,家庭：我的家人都很爱我。,0
51062473,家庭：爸爸、妈妈、妹妹、我、外公、外婆、狗、温馨，快乐,0
51058936,家庭：家人、亲戚、父母、姐姐、关系融治、幸福欢乐、付出、承担、责任。,0
51060106,家庭：齐全、帮忙、教训,1
51060076,家庭：和睦，避风港，温馨，温暖,0
51061003,家庭：孝，家庭教育，家庭关系,1
51071570,家庭：我喜欢家庭，它让我很美好,0
51058674,家庭：和谐、团圆、各司其职,0
51063203,家庭：爸爸妈妈，哥哥一家人的很开心很幸福，对我很好，家庭比较富足。,1
51062184,家庭：和谐，幸福,0
51058727,家庭：平静、无人、孤独、无活题、吃饭、房间、妹妹、爸爸、妈妈、未来、工作。,1
51058783,家庭：和睦、家人、母亲、外婆、亲近、放松、过年团圆、周末,1
51058870,家庭：父母、兄弟姐妹、亲戚、爷爷、奶奶、外公、外姿、红包、过年、温暖，欢心，春晚，元宵、和谐、美好、未来、房子。,1
51058857,家庭：父母，开心，轻松，能做自己，很安心，有人支持，和谐,0
51058019,家庭：和谐、好玩、成长,0
51058096,家庭：幸福、外出、吵闹、倾诉、快乐,1
51077190,家庭：和睦、出行计划、关系、争吵、友爱，关心,0
51060034,家庭：家妈妈爸爸爷奶奶奶放假,1
51060118,家庭：圆满，幸福，拌嘴,1
51072892,家庭：自由，不受束缚，有规矩；向阳,1
51072877,家庭：父母、亲人，,1
51058123,家庭：和睦、友爱、国传、互帮互助，公平、公正、诚信友善、恪职尽守,0
51075432,家庭：和谐、温馨、幸福、欢声笑语,0
51059986,家庭：幸福，美满、和谐,0
51071573,家庭：美好，温馨，支持，依靠，,0
51075330,家庭：各种鱼，书桌，弟弟，学习,1
51060091,家庭：正常，港湾，亲人，温暖，倾诉,1
51074515,家庭。宽厚仁慈，开心，关爱，吃喝玩乐，条件好。,1
51058854,家庭：包容，有隔阂、关爱,1
51062512,家庭：爸爸，妈妈，外公，外婆，爷爷奶奶，三口、工作、睡觉、周末、上学,0
51058888,家庭：快乐、放松、吃喝玩乐,0
51072797,家庭：和谐友爱，相亲相爱。,0
51058093,家庭：家庭永远是背后的依靠，在世界上只有家是温馨的，温暖的，美好的，令人放松的,0
51063159,家庭：温暖，争吵，晚饭,0
51073269,家庭：和蕴、爱、亲情、传大、帮助、关心,1
51077271,家庭：美好、有爱、开心、愉悦,0
51059746,家庭：和睦、友爱、幸福、温暖、避风港、生命中最重要的人,0
51072868,家庭：真棒，和谐，健康，有爱。,0
51071487,家庭：温暖，心灵的港湾，充游爱的地方......,0
51061792,家庭：妈妈、爸爸、妹妹、爷爷、奶奶、外婆。,1
51073307,家庭：幽默，包容，安心，可以倾述,0
51059818,家庭：温暖、家人、幸福、床、饭,0
51072818,家庭：和蔼。快乐。,1
51062596,家庭：冷，今非昔比，空，受伤，港湾,1
51077220,家庭：有爱，温暖、和谐、尊老、关怀,0
51058951,家庭：自己的家人。,0
51063215,家庭：家和万事兴、圆满、温馨。,1
51105437,家庭：温暖，快乐，矛盾，人多，杂乱。,1
51058031,家庭：我，爸妈,1
51073187,家庭：温暖，安静，冷清,1
51060094,家庭：和谐、温馨、团体,0
51076132,家庭：温馨，和谐，舒适，悠闲，开心。,0
51072844,家庭：和谐，包容（像战场）,1
51077310,家庭：开心、活跃、宽容、包容、避湾,0
51073301,家庭：美好，温暖，快乐，伤心,0
51072761,家庭：父母冤枉人，有时不会和朋友一起玩，压制天性,1
51072847,家庭：快乐，有趣，无聊，乐趣,0
51061021,家庭：无趣，压抑，不理解，难沟通，冷漠，无奈，不耐烦。,1
51076085,家庭：原生家庭,0
51060085,家庭：美满、幸福、和谐、其乐融融,0
51073313,家庭：妹妹，妈妈、爸爸，哥哥，弟弟，舅舅，奶奶，爷爷，和睦,1
51102214,家庭：温馨、美好、和蔼、热闹、亲切、温暖、有趣、舒畅。,0
51074497,家庭：快乐，开心舒，适，放松，难过，疑惑。,1
51060058,家庭：责任、担当、未来、,1
51077223,家庭：温馨，安全快乐，有趣，心安,0
51062485,家庭：父母亲等家人,0
51073316,家庭：美好、快乐、但有时有矛盾,1
51059791,家庭：父母，气氛,1
51071499,家庭：和蕴，可亲，叨念，心暖。,0
51059758,家庭：妈妈、大姐、二姐、爸爸,1
51072859,家庭：亲情、烦恼、快乐,0
51058821,家庭：两面性，甜蜜、幸福、温暖，温馨，爱意，尴尬，安静，沉默、心惊胆战,1
51077160,家庭：温暖、安心、放松,1
51060070,家庭：温暖，和谐，快乐,0
51073304,家庭：完美、和睦、团结、,0
51078111,家庭：训斥、着急.表扬，进步，鼓励、安慰,0
51075336,家庭：家人，和谐，冲突，生日，未来,1
51063229,案庭：和谐、暴力、争吵、付出、傲悔、不公平、分散、无助、无用、时效性。,1
51072753,家庭：和谐，有善，体谅对方,0
